name,type,L,s,apx,apy,subsystem,dtype,system,inst,device,desc
FE_LEBT:BCM_D0989,BCM,0.0,98.881492,0.15,0.15,LEBT,BCM1,FE,D0989,BCM,AC current transformer
FE_LEBT:BCM_DFT_D0989,DRIFT,0.222608,98.992796,0.15,0.15,NONE,NONE,NONE,NONE,NONE,drift_242
FE_LEBT:DCHV_D0992,COR,0.1905,99.19935,0.15,0.15,LEBT,C4,FE,D0992,DCHV,corrector magnet & bellow
FE_LEBT:DCH_D0992,HCOR,0.0,99.19935,0.15,0.15,LEBT,C4,FE,D0992,DCH,horiz. corrector magnet
FE_LEBT:DCV_D0992,VCOR,0.0,99.19935,0.15,0.15,LEBT,C4,FE,D0992,DCV,vert. corrector magnet
FE_LEBT:DCHV_DFT_D0992,DRIFT,0.0255,99.30735,0.15,0.15,NONE,NONE,NONE,NONE,NONE,drift_244
FE_LEBT:SOLR_D0995,SOL,0.3998,99.52,0.15,0.15,LEBT,SOL_S4b,FE,D0995,SOLR,solenoid
FE_LEBT:SOLR_DFT_D0995,DRIFT,0.0756237,99.75771185,0.04,0.04,NONE,NONE,NONE,NONE,NONE,drift_246
FE_LEBT:FC_D0998,FC,0.0,99.7955237,0.04,0.04,LEBT,FC1,FE,D0998,FC,faraday cup
FE_LEBT:FFC_D0998,FC,0.0,99.7955237,0.04,0.04,LEBT,LPM1,FE,D0998,FFC,fast faraday cup
FE_LEBT:FFC_DFT_D0998,DRIFT,0.0233172,99.8071823,0.04,0.04,NONE,NONE,NONE,NONE,NONE,drift_249
FE_LEBT:PM_D0998,PM,0.0,99.8188409,0.04,0.04,LEBT,PM1,FE,D0998,PM,profile monitor (small fork)
FE_LEBT:PM_DFT_D0998,DRIFT,0.0761591,99.85692045,0.04,0.04,NONE,NONE,NONE,NONE,NONE,drift_251
FE_LEBT:CAV_D0999,CAV,0.0,99.895,0.04,0.04,LEBT,velocity equalizer resonator,FE,D0999,CAV,velocity equalizer resonator
FE_LEBT:CAV_DFT_D0999,DRIFT,0.0253355,99.90766775,0.04,0.04,NONE,NONE,NONE,NONE,NONE,drift_253
FE_LEBT:GV_D0999,VALVE,0.0347,99.9376855,0.04,0.04,LEBT,NONE,FE,D0999,GV,gate valve w/ special clamp
FE_LEBT:GV_DFT_D0999_1,DRIFT,0.0132145,99.96164275,0.04,0.04,NONE,NONE,NONE,NONE,NONE,drift_255
FE_LEBT:GV_DFT_D0999_2,DRIFT,0.03175,99.984125,0.04,0.04,NONE,NONE,NONE,NONE,NONE,RFQ end wall
FE_LEBT:GV_DFT_D0999_3,DRIFT,0.0,100.0,0.04,0.04,NONE,NONE,NONE,NONE,NONE,RFQ inn-wall (match point)
