name,type,L,s,apx,apy,subsystem,dtype,system,inst,device,desc
DRIFT,DRIFT,0.3430157326,85.3887038627,0.15,0.15,NONE,NONE,NONE,NONE,NONE,bellow ?
FE_LEBT:PM_D0856,PM,0.0,85.560211729,0.15,0.15,LEBT,PM1,FE,D0856,PM,profile monitor (large fork)
DRIFT,DRIFT,0.739729713,85.9300765855,0.15,0.15,NONE,NONE,NONE,NONE,NONE,bellow+tube
DRIFT,DRIFT,0.0,86.299941442,0.15,0.15,NONE,NONE,NONE,NONE,NONE,4 way cross
FE_LEBT:NEGP_D0863,PORT,0.0,86.299941442,0.15,0.15,LEBT,NEG-0,FE,NONE,NEGP,"getter pump, 3500 l/s"
DRIFT,DRIFT,0.42075455,86.510318717,0.15,0.15,NONE,NONE,NONE,NONE,NONE,drift_151
FE_LEBT:DCHV_D0868,COR,0.1905,86.815945992,0.15,0.15,LEBT,C4,FE,D0868,DCHV,corrector magnet & bellow
FE_LEBT:DCH_D0868,HCOR,0.0,86.815945992,0.15,0.15,LEBT,C4,FE,D0868,DCH,horiz. corrector magnet
FE_LEBT:DCV_D0868,VCOR,0.0,86.815945992,0.15,0.15,LEBT,C4,FE,D0868,DCV,vert. corrector magnet
DRIFT,DRIFT,0.08475,86.953570992,0.15,0.15,NONE,NONE,NONE,NONE,NONE,drift_153
FE_LEBT:QVE_D0871,EQUAD,0.2,87.095945992,0.15,0.15,LEBT,QUAD_Q7,FE,D0871,QE,ES_quad_Y
DRIFT,DRIFT,0.135,87.263445992,0.15,0.15,NONE,NONE,NONE,NONE,NONE,drift_155
FE_LEBT:QHE_D0874,EQUAD,0.2,87.430945992,0.15,0.15,LEBT,QUAD_Q7,FE,D0874,QE,ES_quad_X
DRIFT,DRIFT,0.135,87.598445992,0.15,0.15,NONE,NONE,NONE,NONE,NONE,drift_157
FE_LEBT:QVE_D0878,EQUAD,0.2,87.765945992,0.15,0.15,LEBT,QUAD_Q7,FE,D0878,QE,ES_quad_Y
DRIFT,DRIFT,0.08475,87.908320992,0.15,0.15,NONE,NONE,NONE,NONE,NONE,drift_159
FE_LEBT:DCHV_D0880,COR,0.1905,88.045945992,0.15,0.15,LEBT,C4,FE,D0880,DCHV,corrector+bellow+tube
FE_LEBT:DCH_D0880,HCOR,0.0,88.045945992,0.15,0.15,LEBT,C4,FE,D0880,DCH,horiz. corrector magnet
FE_LEBT:DCV_D0880,VCOR,0.0,88.045945992,0.15,0.15,LEBT,C4,FE,D0880,DCV,vert. corrector magnet
DRIFT,DRIFT,0.379479588,88.330935786,0.15,0.15,NONE,NONE,NONE,NONE,NONE,drift_161
FE_LEBT:PM_D0885,PM,0.0,88.52067558,0.15,0.15,LEBT,PM1,FE,D0885,PM,profile monitor (large fork)
DRIFT,DRIFT,0.0589026,88.55012688,0.15,0.15,NONE,NONE,NONE,NONE,NONE,drift_163
DRIFT,DRIFT,0.0,88.57957818,0.15,0.15,NONE,NONE,NONE,NONE,NONE,4 way cross ??
FE_LEBT:NEGP_D0886,PORT,0.0,88.57957818,0.15,0.15,LEBT,NEG-0,FE,NONE,NEGP,"getter pump, 3500 l/s"
DRIFT,DRIFT,0.44636782,88.80276209,0.15,0.15,NONE,NONE,NONE,NONE,NONE,tube
FE_LEBT:QVE_D0891,EQUAD,0.2,89.125946,0.15,0.15,LEBT,QUAD_Q7,FE,D0891,QE,ES_quad_Y
DRIFT,DRIFT,0.135,89.293446,0.15,0.15,NONE,NONE,NONE,NONE,NONE,drift_168
FE_LEBT:QHE_D0895,EQUAD,0.2,89.460946,0.15,0.15,LEBT,QUAD_Q7,FE,D0895,QE,ES_quad_X
DRIFT,DRIFT,0.135,89.628446,0.15,0.15,NONE,NONE,NONE,NONE,NONE,drift_170
FE_LEBT:QVE_D0898,EQUAD,0.2,89.795946,0.15,0.15,LEBT,QUAD_Q7,FE,D0898,QE,ES_quad_Y
DRIFT,DRIFT,0.08475,89.938321,0.15,0.15,NONE,NONE,NONE,NONE,NONE,drift_172
FE_LEBT:DCHV_D0901,COR,0.1905,90.075946,0.15,0.15,LEBT,C4,FE,D0901,DCHV,corrector magnet & bellow
FE_LEBT:DCH_D0901,HCOR,0.0,90.075946,0.15,0.15,LEBT,C4,FE,D0901,DCH,horiz. corrector magnet
FE_LEBT:DCV_D0901,VCOR,0.0,90.075946,0.15,0.15,LEBT,C4,FE,D0901,DCV,vert. corrector magnet
DRIFT,DRIFT,0.4207677452,90.3815798726,0.15,0.15,NONE,NONE,NONE,NONE,NONE,drift_174
DRIFT,DRIFT,0.0,90.5919637452,0.15,0.15,NONE,NONE,NONE,NONE,NONE,4 way cross ??
FE_LEBT:NEGP_D0906,PORT,0.0,90.5919637452,0.15,0.15,LEBT,NEG-0,FE,NONE,NEGP,"getter pump, 3500 l/s"
DRIFT,DRIFT,0.5774618548,90.8806946726,0.15,0.15,NONE,NONE,NONE,NONE,NONE,tube
DRIFT,DRIFT,0.0,91.1694256,0.15,0.15,NONE,NONE,NONE,NONE,NONE,4 way cross
FE_LEBT:PM_D0912,PM,0.0,91.1694256,0.15,0.15,LEBT,PM1,FE,D0912,PM,profile monitor (large fork)
DRIFT,DRIFT,0.5052704,91.4220608,0.15,0.15,NONE,NONE,NONE,NONE,NONE,bellow
FE_LEBT:QHE_D0918,EQUAD,0.2,91.774696,0.15,0.15,LEBT,QUAD_Q7,FE,D0918,QE,ES_quad_X
DRIFT,DRIFT,0.135,91.942196,0.15,0.15,NONE,NONE,NONE,NONE,NONE,drift_183
FE_LEBT:QVE_D0921,EQUAD,0.2,92.109696,0.15,0.15,LEBT,QUAD_Q7,FE,D0921,QE,ES_quad_Y
DRIFT,DRIFT,0.135,92.277196,0.15,0.15,NONE,NONE,NONE,NONE,NONE,drift_185
FE_LEBT:QHE_D0924,EQUAD,0.2,92.444696,0.15,0.15,LEBT,QUAD_Q7,FE,D0924,QE,ES_quad_X
DRIFT,DRIFT,0.23975,92.664571,0.15,0.15,NONE,NONE,NONE,NONE,NONE,drift_187
FE_LEBT:DCHV_D0929,COR,0.1905,92.879696,0.15,0.15,LEBT,C4,FE,D0929,DCHV,corrector+bellow+tube
FE_LEBT:DCH_D0929,HCOR,0.0,92.879696,0.15,0.15,LEBT,C4,FE,D0929,DCH,horiz. corrector magnet
FE_LEBT:DCV_D0929,VCOR,0.0,92.879696,0.15,0.15,LEBT,C4,FE,D0929,DCV,vert. corrector magnet
DRIFT,DRIFT,0.11975,93.034821,0.15,0.15,NONE,NONE,NONE,NONE,NONE,drift_189
FE_LEBT:DVE_D0936,EBEND,1.0,93.594696,0.15,0.1,LEBT,BEND_D7,FE,D0936,DVE,ES_bender 2
FE_LEBT:NEGP_D0936,PORT,0.0,94.094696,0.15,0.1,LEBT,NEG-0,FE,NONE,NEGP,"getter pump, 3500 l/s"
DRIFT,DRIFT,3e-06,94.0946975,0.15,0.15,NONE,NONE,NONE,NONE,NONE,drift_192
DRIFT,DRIFT,0.123508742,94.156453371,0.15,0.15,NONE,NONE,NONE,NONE,NONE,drift_193
FE_LEBT:GV_D0943,VALVE,0.080264,94.258339742,0.15,0.15,LEBT,NONE,FE,NONE,GV,gate valve
DRIFT,DRIFT,0.201795318,94.399369401,0.15,0.15,NONE,NONE,NONE,NONE,NONE,drift_195
FE_LEBT:PM_D0945,PM,0.0,94.50026706,0.15,0.15,LEBT,PM1,FE,D0945,PM,profile monitor (large fork)
DRIFT,DRIFT,0.17853294,94.58953353,0.15,0.15,NONE,NONE,NONE,NONE,NONE,drift_197
FE_LEBT:DCHV_D0948,COR,0.1905,94.77405,0.15,0.15,LEBT,C4,FE,D0948,DCHV,corrector magnet & bellow
FE_LEBT:DCH_D0948,HCOR,0.0,94.77405,0.15,0.15,LEBT,C4,FE,D0948,DCH,horiz. corrector magnet
FE_LEBT:DCV_D0948,VCOR,0.0,94.77405,0.15,0.15,LEBT,C4,FE,D0948,DCV,vert. corrector magnet
DRIFT,DRIFT,0.0254,94.882,0.15,0.15,NONE,NONE,NONE,NONE,NONE,drift_199
FE_LEBT:SOLR_D0951,SOL,0.4,95.0947,0.15,0.15,LEBT,SOL_S4,FE,D0951,SOLR,solenoid
DRIFT,DRIFT,0.2169283,95.40316415,0.15,0.15,NONE,NONE,NONE,NONE,NONE,bellow+tube
FE_LEBT:NEGP_D0955,PORT,0.0,95.5116283,0.15,0.15,LEBT,NEG-0,FE,NONE,NEGP,"getter pump, 3500 l/s"
DRIFT,DRIFT,0.1854581,95.60435735,0.15,0.15,NONE,NONE,NONE,NONE,NONE,drift_203
DRIFT,DRIFT,0.0,95.6970864,0.15,0.15,NONE,NONE,NONE,NONE,NONE,beam attenuator
DRIFT,DRIFT,0.073025,95.7335989,0.15,0.15,NONE,NONE,NONE,NONE,NONE,drift_205
DRIFT,DRIFT,0.0,95.7701114,0.15,0.15,NONE,NONE,NONE,NONE,NONE,beam attenuator
DRIFT,DRIFT,0.34527168,95.94274724,0.15,0.15,NONE,NONE,NONE,NONE,NONE,drift_207
FE_LEBT:PM_D0961,PM,0.0,96.11538308,0.15,0.15,LEBT,PM1,FE,D0961,PM,profile monitor (large fork)
DRIFT,DRIFT,0.20356692,96.21716654,0.15,0.15,NONE,NONE,NONE,NONE,NONE,drift_209
FE_LEBT:DCHV_D0964,COR,0.1905,96.4142,0.15,0.15,LEBT,C4,FE,D0964,DCHV,corrector magnet & bellow
FE_LEBT:DCH_D0964,HCOR,0.0,96.4142,0.15,0.15,LEBT,C4,FE,D0964,DCH,horiz. corrector magnet
FE_LEBT:DCV_D0964,VCOR,0.0,96.4142,0.15,0.15,LEBT,C4,FE,D0964,DCV,vert. corrector magnet
DRIFT,DRIFT,0.0254,96.52215,0.15,0.15,NONE,NONE,NONE,NONE,NONE,drift_211
FE_LEBT:SOLR_D0967,SOL,0.4,96.73485,0.15,0.15,LEBT,SOL_S4,FE,D0967,SOLR,solenoid
DRIFT,DRIFT,0.21855067,97.044125335,0.15,0.15,NONE,NONE,NONE,NONE,NONE,bellow
FE_LEBT:PM_D0972,PM,0.0,97.15340067,0.15,0.15,LEBT,PM1,FE,D0972,PM,profile monitor (large fork)
DRIFT,DRIFT,0.28660522,97.29670328,0.15,0.15,NONE,NONE,NONE,NONE,NONE,drift_216
DRIFT,DRIFT,0.0,97.44000589,0.15,0.15,NONE,NONE,NONE,NONE,NONE,beam attenuator
DRIFT,DRIFT,0.073025,97.47651839,0.15,0.15,NONE,NONE,NONE,NONE,NONE,drift_218
DRIFT,DRIFT,0.0,97.51303089,0.15,0.15,NONE,NONE,NONE,NONE,NONE,beam attenuator
DRIFT,DRIFT,0.1562989,97.59118034,0.15,0.15,NONE,NONE,NONE,NONE,NONE,drift_220
FE_LEBT:VD_D0977,VD,0.0,97.66932979,0.15,0.15,LEBT,V2,FE,NONE,VD,viewer
FE_LEBT:IP_D0977,PORT,0.0,97.66932979,0.15,0.15,LEBT,IP_L,FE,NONE,IP,"ion pump, 300 L/s"
FE_LEBT:FC_D0977,FC,0.0,97.66932979,0.15,0.15,LEBT,FC1,FE,NONE,FC,faraday cup
DRIFT,DRIFT,0.12477021,97.731714895,0.15,0.15,NONE,NONE,NONE,NONE,NONE,drift_226
FE_LEBT:DCHV_D0979,COR,0.1905,97.88935,0.15,0.15,LEBT,C4,FE,D0979,DCHV,corrector magnet & bellow
FE_LEBT:DCH_D0979,HCOR,0.0,97.88935,0.15,0.15,LEBT,C4,FE,D0979,DCH,horiz. corrector magnet
FE_LEBT:DCV_D0979,VCOR,0.0,97.88935,0.15,0.15,LEBT,C4,FE,D0979,DCV,vert. corrector magnet
DRIFT,DRIFT,0.0254,97.9973,0.15,0.15,NONE,NONE,NONE,NONE,NONE,drift_228
FE_LEBT:SOLR_D0982,SOL,0.4,98.21,0.15,0.15,LEBT,SOL_S4,FE,D0982,SOLR,solenoid
DRIFT,DRIFT,0.219999,98.5199995,0.15,0.15,NONE,NONE,NONE,NONE,NONE,mhb box & bellows
FE_LEBT:PM_D0986,PM,0.0,98.629999,0.15,0.15,LEBT,PM1,FE,D0986,PM,profile monitor (small fork)
